base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,wind.gust,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset,rain.1h,snow.1h,main.sea_level,main.grnd_level,rain.3h,snow.3h,weather.id,weather.main,weather.description,weather.icon
stations,1609.0,1670426201.0,-18000.0,7257804.0,Central Waterford,200.0,-72.1392,41.372,13.27,13.16,12.49,14.31,1023.0,96.0,7.72,170.0,,100.0,2.0,2017093.0,US,1670414472.0,1670447952.0,5.62,,,,,,804,Clouds,overcast clouds,04d
stations,56.0,1670426446.0,-18000.0,4844309.0,Torrington,200.0,-73.0688,41.8227,12.21,12.05,11.11,13.29,1022.0,98.0,0.89,140.0,1.79,100.0,2.0,2004774.0,US,1670414779.0,1670448091.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-18000.0,4835003.0,Glastonbury,200.0,-72.6205,41.7267,13.99,13.98,12.75,15.01,1020.0,97.0,3.09,170.0,,100.0,1.0,4356.0,US,1670414653.0,1670448002.0,,,,,,,701,Mist,mist,50d
stations,323.0,1670426446.0,-18000.0,4836993.0,Jewett City,200.0,-71.9891,41.5862,13.45,13.31,12.53,14.33,1022.0,94.0,4.53,165.0,13.04,100.0,2.0,2010263.0,US,1670414475.0,1670447876.0,1.21,,,,,,804,Clouds,overcast clouds,04d
stations,4023.0,1670426446.0,-18000.0,4833425.0,East Haven,200.0,-72.8791,41.2873,13.51,13.4,12.73,14.94,1023.0,95.0,1.54,200.0,,100.0,2.0,2017948.0,US,1670414634.0,1670448145.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-18000.0,4843811.0,Stratford,200.0,-73.121,41.2004,13.43,13.28,12.25,15.0,1024.0,94.0,4.12,200.0,,100.0,2.0,2002474.0,US,1670414676.0,1670448219.0,,,,,,,300,Drizzle,light intensity drizzle,09d
stations,4023.0,1670426201.0,-18000.0,4842898.0,Shelton,200.0,-73.0857,41.3206,13.64,13.49,12.75,15.03,1023.0,93.0,4.12,200.0,,100.0,2.0,2002228.0,US,1670414690.0,1670448189.0,,,,,,,300,Drizzle,light intensity drizzle,09d
stations,10000.0,1670426446.0,-18000.0,5282550.0,Blue Hills,200.0,-72.7109,41.8136,13.85,13.82,12.9,14.87,1022.0,97.0,3.6,180.0,,100.0,2.0,2042052.0,US,1670414691.0,1670448007.0,,,,,,,741,Fog,fog,50d
stations,106.0,1670426446.0,-18000.0,5282835.0,Bristol,200.0,-72.9067,41.698,13.47,13.43,12.33,14.74,1021.0,98.0,1.34,159.0,3.58,100.0,2.0,2006186.0,US,1670414717.0,1670448076.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-18000.0,4845823.0,Willimantic,200.0,-72.1723,41.7412,13.47,13.33,12.59,14.37,1023.0,94.0,2.68,199.0,6.26,100.0,1.0,4509.0,US,1670414548.0,1670447892.0,,,,,,,804,Clouds,overcast clouds,04d
stations,4828.0,1670426446.0,-18000.0,4838633.0,Middletown,200.0,-72.6822,41.5525,13.77,13.74,12.7,14.97,1023.0,97.0,4.12,170.0,,100.0,2.0,2008039.0,US,1670414636.0,1670448049.0,,,,,,,804,Clouds,overcast clouds,04d
stations,4828.0,1670426446.0,-18000.0,7257805.0,Cheshire Village,200.0,-72.9078,41.5618,13.52,13.46,12.45,14.73,1022.0,97.0,4.12,170.0,,100.0,2.0,2034892.0,US,1670414692.0,1670448101.0,,,,,,,721,Haze,haze,50d
stations,8047.0,1670426446.0,-18000.0,4844459.0,Trumbull,200.0,-73.2321,41.2928,12.88,12.57,11.8,14.48,1021.0,90.0,4.12,200.0,,100.0,2.0,2007980.0,US,1670414720.0,1670448229.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426000.0,-18000.0,4172434.0,Seminole,200.0,-82.7841,27.8376,23.72,23.84,21.67,25.7,1026.0,65.0,2.06,30.0,,0.0,2.0,2004674.0,US,1670414969.0,1670452566.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-18000.0,4148757.0,Brandon,200.0,-82.2622,27.9396,23.65,23.98,21.6,25.5,1026.0,73.0,0.89,32.0,2.24,0.0,2.0,2010031.0,US,1670414857.0,1670452427.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426446.0,-18000.0,4175136.0,The Meadows,200.0,-82.4596,27.3907,23.96,24.06,21.97,26.24,1026.0,63.0,2.57,80.0,,0.0,2.0,2007152.0,US,1670414834.0,1670452545.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-18000.0,4161580.0,Largo,200.0,-82.7854,27.8966,23.87,24.01,21.7,25.62,1026.0,65.0,2.06,30.0,,0.0,2.0,2035993.0,US,1670414977.0,1670452559.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670426201.0,-18000.0,4153146.0,Deltona,200.0,-81.2791,28.9152,22.73,23.15,21.17,24.54,1025.0,80.0,3.09,360.0,,0.0,2.0,2008488.0,US,1670414748.0,1670452065.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-18000.0,6332439.0,Alafaya,200.0,-81.2074,28.5511,23.21,23.62,21.17,24.89,1026.0,78.0,3.09,40.0,,40.0,2.0,2042404.0,US,1670414683.0,1670452095.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-18000.0,4154127.0,Eatonville,200.0,-81.3881,28.6094,23.26,23.73,21.14,24.86,1026.0,80.0,2.06,20.0,,40.0,2.0,19760.0,US,1670414734.0,1670452131.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-18000.0,4170965.0,Saint Cloud,200.0,-81.3181,28.2578,23.8,24.14,21.67,24.93,1027.0,73.0,3.09,40.0,,40.0,2.0,2017589.0,US,1670414671.0,1670452160.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426446.0,-18000.0,4173467.0,South Highpoint,200.0,-82.7349,27.9591,23.77,23.98,21.63,25.55,1026.0,68.0,2.57,70.0,,0.0,1.0,3654.0,US,1670414973.0,1670452538.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426000.0,-18000.0,4175538.0,Town 'n' Country,200.0,-82.582,27.9943,23.63,24.03,21.13,25.7,1027.0,76.0,2.57,70.0,,0.0,1.0,6057.0,US,1670414941.0,1670452497.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426201.0,-18000.0,4160749.0,Kenneth City,200.0,-82.7273,27.7886,23.97,24.09,22.26,25.53,1026.0,64.0,2.06,30.0,,0.0,2.0,2017421.0,US,1670414949.0,1670452558.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-18000.0,4166583.0,Oak Ridge,200.0,-81.4273,28.4988,23.21,23.68,21.05,24.86,1026.0,80.0,3.09,40.0,,40.0,2.0,2019915.0,US,1670414729.0,1670452155.0,,,,,,,721,Haze,haze,50d
stations,10000.0,1670426201.0,-18000.0,4164575.0,Minneola,200.0,-81.7267,28.5487,22.32,22.77,20.73,24.21,1027.0,83.0,0.89,359.0,1.79,0.0,2.0,2041334.0,US,1670414807.0,1670452220.0,,,,,,,804,Clouds,overcast clouds,04d
stations,4828.0,1670426446.0,-21600.0,4722625.0,Richardson,200.0,-96.765,32.9071,16.84,17.06,13.16,19.0,1021.0,95.0,0.89,112.0,0.89,100.0,2.0,2003709.0,US,1670419014.0,1670455234.0,1.29,,,,,,804,Clouds,overcast clouds,04d
stations,4023.0,1670426000.0,-21600.0,4722625.0,Richardson,200.0,-96.7659,32.9821,16.0,16.14,12.29,18.47,1021.0,95.0,1.34,138.0,2.24,100.0,2.0,2008344.0,US,1670419025.0,1670455224.0,0.13,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426201.0,-21600.0,7900963.0,Oak Cliff Place,200.0,-95.6434,29.8762,22.65,23.37,21.44,23.39,1022.0,92.0,0.89,168.0,3.58,87.0,2.0,2004436.0,US,1670418324.0,1670455385.0,,,,,,,804,Clouds,overcast clouds,04d
stations,6437.0,1670426446.0,-21600.0,7208536.0,Pinewood Place,200.0,-95.5797,30.0004,22.54,23.23,21.59,23.38,1023.0,91.0,0.89,189.0,2.24,100.0,2.0,47941.0,US,1670418326.0,1670455353.0,,,,,,,804,Clouds,overcast clouds,04d
stations,9656.0,1670426446.0,-21600.0,4673132.0,Bee Cave,200.0,-97.9522,30.3186,20.42,20.89,19.64,21.45,1015.0,91.0,2.57,0.0,,100.0,2.0,2018439.0,US,1670418938.0,1670455880.0,,,,,,,803,Clouds,broken clouds,04n
stations,1207.0,1670426446.0,-21600.0,4682478.0,Colleyville,200.0,-97.1887,32.8632,15.46,15.41,13.01,18.81,1020.0,90.0,2.06,140.0,,100.0,2.0,2010080.0,US,1670419109.0,1670455342.0,,,,,,,804,Clouds,overcast clouds,04n
stations,3219.0,1670426446.0,-21600.0,4722668.0,Richland Hills,200.0,-97.2148,32.7643,15.87,15.91,13.0,20.47,1020.0,92.0,3.09,110.0,,100.0,2.0,2000109.0,US,1670419101.0,1670455363.0,,,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,1670426000.0,-21600.0,4710826.0,Mesquite,200.0,-96.6293,32.8003,17.12,17.37,14.16,20.34,1018.0,95.0,0.45,4.0,2.24,99.0,2.0,2004274.0,US,1670418966.0,1670455217.0,0.35,,,,,,804,Clouds,overcast clouds,04n
stations,10000.0,1670426000.0,-21600.0,4690506.0,Fifth Street,200.0,-95.5687,29.5669,22.44,23.12,21.2,23.51,1022.0,91.0,2.06,190.0,,100.0,2.0,2009936.0,US,1670418265.0,1670455408.0,,,,,,,804,Clouds,overcast clouds,04d
stations,8047.0,1670426446.0,-21600.0,4740584.0,Wells Branch,200.0,-97.6716,30.4184,20.94,21.44,20.06,21.85,1022.0,90.0,4.12,190.0,,100.0,2.0,226316.0,US,1670418884.0,1670455799.0,,,,,,,741,Fog,fog,50d
stations,4828.0,1670426446.0,-21600.0,4679195.0,Carrollton,200.0,-96.8873,32.9731,16.34,16.54,13.01,19.0,1021.0,96.0,2.06,140.0,,100.0,2.0,2011151.0,US,1670419052.0,1670455254.0,,,,,,,500,Rain,light rain,10d
stations,1207.0,1670426446.0,-21600.0,4683217.0,Coppell,200.0,-96.9802,32.923,16.05,16.14,12.96,18.95,1021.0,93.0,2.06,140.0,,100.0,2.0,2007216.0,US,1670419068.0,1670455284.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426446.0,-21600.0,4681485.0,Cinco Ranch,200.0,-95.7749,29.7166,22.68,23.46,21.66,23.42,1022.0,94.0,2.57,200.0,,100.0,2.0,2035596.0,US,1670418334.0,1670455438.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-21600.0,4716734.0,Onion Creek,200.0,-97.7833,30.1683,21.01,21.52,20.26,21.88,1021.0,90.0,6.17,160.0,,40.0,2.0,2008738.0,US,1670418877.0,1670455860.0,,,,,,,701,Mist,mist,50d
stations,4828.0,1670426446.0,-21600.0,4709013.0,Mansfield,200.0,-97.1432,32.5884,17.35,17.62,14.12,20.88,1020.0,95.0,3.09,110.0,,100.0,2.0,2021119.0,US,1670419059.0,1670455371.0,0.52,,,,,,804,Clouds,overcast clouds,04d
stations,9656.0,1670426000.0,-21600.0,4723734.0,Rollingwood,200.0,-97.8248,30.2287,20.76,21.27,19.82,21.79,1022.0,91.0,6.17,160.0,,100.0,2.0,2007901.0,US,1670418895.0,1670455861.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426000.0,-28800.0,5389292.0,Runnymeade (historical),200.0,-122.1355,37.4602,5.83,5.83,2.97,10.04,1022.0,94.0,0.0,0.0,,0.0,1.0,5310.0,US,1670425801.0,1670460628.0,,,,,,,701,Mist,mist,50d
stations,402.0,1670426446.0,-28800.0,5392593.0,San Ramon,200.0,-121.9845,37.7757,5.07,2.52,1.71,8.67,1018.0,92.0,3.09,50.0,,100.0,2.0,2016191.0,US,1670425816.0,1670460540.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-28800.0,5336269.0,Chico,200.0,-121.7966,39.713,0.18,0.18,0.01,4.79,1022.0,100.0,0.0,0.0,,0.0,1.0,3626.0,US,1670426099.0,1670460167.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426446.0,-28800.0,5323060.0,Alhambra,200.0,-118.1361,34.0911,7.88,7.88,5.07,10.39,1018.0,86.0,0.0,0.0,,0.0,2.0,2027281.0,US,1670424318.0,1670460191.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5370542.0,Marina del Rey,200.0,-118.4239,33.9766,9.17,8.03,5.96,11.36,1022.0,88.0,2.24,76.0,3.58,40.0,2.0,2009902.0,US,1670424370.0,1670460277.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5346827.0,Escondido,200.0,-117.1062,33.1103,7.93,6.98,5.03,10.74,1019.0,88.0,1.79,93.0,3.13,0.0,2.0,2005618.0,US,1670423927.0,1670460087.0,,,,,,,500,Rain,light rain,10d
stations,10000.0,1670426000.0,-28800.0,5399922.0,Sun Valley,200.0,-118.3833,34.1999,7.08,7.08,3.96,9.92,1021.0,88.0,0.0,0.0,,0.0,1.0,3514.0,US,1670424394.0,1670460234.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-28800.0,5364855.0,Lakewood,200.0,-118.1346,33.849,8.57,8.57,5.96,11.93,1022.0,90.0,0.0,0.0,,0.0,1.0,4699.0,US,1670424282.0,1670460226.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-28800.0,5406567.0,Visalia,200.0,-119.3295,36.2997,7.85,7.85,5.87,8.44,1021.0,94.0,0.0,0.0,,100.0,2.0,2032964.0,US,1670424942.0,1670460140.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670425754.0,-28800.0,5357527.0,Hollywood,200.0,-118.3128,34.0976,8.34,8.34,4.76,10.71,1021.0,87.0,0.0,0.0,,0.0,2.0,2034962.0,US,1670424362.0,1670460232.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426000.0,-28800.0,5336017.0,Charter Oak,200.0,-117.8309,34.115,7.17,5.42,4.32,9.7,1021.0,87.0,2.57,10.0,,20.0,2.0,2074437.0,US,1670424248.0,1670460114.0,,,,,,,701,Mist,mist,50d
stations,402.0,1670426446.0,-28800.0,5372253.0,Merced,200.0,-120.5065,37.304,4.25,1.95,3.77,4.48,1021.0,97.0,2.57,90.0,,100.0,2.0,2006438.0,US,1670425385.0,1670460263.0,,,,,,,500,Rain,light rain,10d
stations,8047.0,1670426446.0,-28800.0,5387877.0,Riverside,200.0,-117.4019,33.9356,7.5,5.81,5.07,9.72,1022.0,91.0,2.57,140.0,,20.0,1.0,5615.0,US,1670424119.0,1670460038.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-28800.0,5388873.0,Rosemont,200.0,-121.4108,38.5489,2.6,1.15,0.95,7.54,1023.0,97.0,1.54,130.0,,20.0,2.0,2043123.0,US,1670425807.0,1670460274.0,,,,,,,741,Fog,fog,50d
stations,10000.0,1670426201.0,-28800.0,5394588.0,Seven Trees,200.0,-121.8588,37.2763,5.0,3.31,2.42,8.1,1022.0,88.0,2.06,170.0,,0.0,2.0,2008464.0,US,1670425705.0,1670460592.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-28800.0,5359864.0,Isla Vista,200.0,-119.8707,34.4276,7.73,7.01,2.21,11.58,1021.0,84.0,1.54,20.0,,0.0,1.0,5773.0,US,1670424785.0,1670460557.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426001.0,-28800.0,5327319.0,Bell Gardens,200.0,-118.1552,33.9497,8.83,8.83,6.95,11.15,1022.0,85.0,0.0,0.0,,0.0,2.0,2009710.0,US,1670424302.0,1670460216.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670425754.0,-28800.0,5364369.0,Laguna Woods,200.0,-117.7305,33.6066,8.63,8.63,5.17,10.79,1020.0,89.0,0.89,90.0,1.34,75.0,2.0,2010191.0,US,1670424149.0,1670460165.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,8030162.0,West Hills,200.0,-118.5941,34.1859,6.43,6.43,3.54,9.8,1020.0,91.0,0.45,317.0,1.34,0.0,2.0,2008514.0,US,1670424442.0,1670460287.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670425754.0,-28800.0,5394503.0,Serra Mesa,200.0,-117.1024,32.782,9.44,7.79,6.82,11.53,1022.0,86.0,3.09,80.0,,40.0,2.0,2033948.0,US,1670423879.0,1670460133.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426001.0,-28800.0,5341145.0,Cupertino,200.0,-122.0338,37.3108,5.2,3.54,2.26,8.69,1021.0,93.0,2.06,170.0,,20.0,2.0,2003278.0,US,1670425752.0,1670460628.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426001.0,-28800.0,5350734.0,Fremont,200.0,-121.9458,37.511,5.38,3.75,2.7,9.66,1022.0,93.0,2.06,170.0,,0.0,2.0,2007599.0,US,1670425764.0,1670460574.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-28800.0,5356277.0,Hemet,200.0,-117.0076,33.7488,6.19,6.19,3.18,7.65,1021.0,88.0,0.45,126.0,0.89,55.0,2.0,2017930.0,US,1670423997.0,1670459971.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426001.0,-28800.0,5393180.0,Santa Maria,200.0,-120.4201,34.9236,4.15,2.31,1.64,6.47,1022.0,97.0,2.06,60.0,,0.0,1.0,5873.0,US,1670424991.0,1670460614.0,,,,,,,804,Clouds,overcast clouds,04d
stations,8047.0,1670426446.0,-28800.0,5351515.0,Garden Grove,200.0,-117.9436,33.775,8.89,8.89,7.01,11.25,1021.0,86.0,0.0,0.0,,0.0,2.0,2003506.0,US,1670424225.0,1670460191.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-28800.0,5396003.0,Simi Valley,200.0,-118.787,34.281,5.92,4.66,3.6,9.72,1025.0,89.0,1.79,88.0,3.13,0.0,2.0,2032844.0,US,1670424503.0,1670460319.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-28800.0,5410902.0,Yorba Linda,200.0,-117.7501,33.8717,8.28,8.28,6.48,11.02,1019.0,90.0,0.45,94.0,2.24,0.0,2.0,2006065.0,US,1670424193.0,1670460131.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426201.0,-28800.0,5395244.0,Sherman Oaks,200.0,-118.4464,34.2138,6.84,6.84,3.59,9.94,1021.0,87.0,0.0,0.0,,0.0,1.0,6183.0,US,1670424411.0,1670460247.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5336545.0,Chino Hills,200.0,-117.7415,34.0223,7.49,6.74,5.68,10.22,1021.0,89.0,1.54,20.0,,75.0,2.0,2008971.0,US,1670424213.0,1670460106.0,,,,,,,502,Rain,heavy intensity rain,10d
stations,10000.0,1670426446.0,-28800.0,5372902.0,Midway City,200.0,-118.0054,33.7145,9.17,9.17,6.18,11.42,1021.0,85.0,0.0,0.0,,75.0,2.0,2003506.0,US,1670424231.0,1670460215.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-28800.0,5323810.0,Anaheim,200.0,-117.9571,33.8418,8.65,8.65,6.95,11.15,1022.0,88.0,0.89,86.0,2.68,0.0,1.0,4154.0,US,1670424238.0,1670460185.0,,,,,,,804,Clouds,overcast clouds,04d
stations,402.0,1670426446.0,-28800.0,5389489.0,Sacramento,200.0,-121.5059,38.6329,2.2,0.7,1.01,6.19,1023.0,98.0,1.54,130.0,,100.0,2.0,2006750.0,US,1670425844.0,1670460283.0,,,,,,,804,Clouds,overcast clouds,04d
stations,8047.0,1670426201.0,-28800.0,5341256.0,Cypress,200.0,-118.0308,33.8307,8.73,8.73,6.09,11.28,1021.0,90.0,0.0,0.0,,0.0,1.0,4154.0,US,1670424254.0,1670460204.0,,,,,,,501,Rain,moderate rain,10d
stations,10000.0,1670425754.0,-28800.0,5364940.0,Lancaster,200.0,-118.1641,34.6865,1.97,-0.76,-2.12,7.29,1009.0,87.0,2.57,150.0,,0.0,2.0,2027969.0,US,1670424414.0,1670460109.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670425754.0,-28800.0,5376095.0,Napa,200.0,-122.2773,38.2844,4.52,4.52,1.01,10.66,1022.0,84.0,0.0,0.0,,0.0,1.0,3294.0,US,1670425971.0,1670460527.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5331835.0,Burbank,200.0,-118.2989,34.1698,7.75,7.75,4.67,10.36,1020.0,86.0,0.45,15.0,0.89,0.0,1.0,3514.0,US,1670424369.0,1670460218.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5392368.0,San Marcos,200.0,-117.1735,33.1402,8.01,7.07,5.12,10.83,1021.0,87.0,1.79,93.0,3.13,0.0,2.0,2011511.0,US,1670423948.0,1670460099.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-28800.0,5363922.0,La Habra,200.0,-117.9319,33.926,8.2,8.2,5.58,11.11,1022.0,88.0,0.89,86.0,2.68,0.0,2.0,2010054.0,US,1670424245.0,1670460166.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426200.0,-28800.0,5391945.0,San Fernando,200.0,-118.4997,34.224,6.56,6.56,3.52,9.87,1012.0,88.0,0.45,56.0,1.34,0.0,1.0,6183.0,US,1670424425.0,1670460258.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-28800.0,5334619.0,Casa Conejo,200.0,-118.934,34.1929,6.28,5.36,4.65,8.43,1021.0,90.0,1.54,30.0,,40.0,2.0,2005205.0,US,1670424525.0,1670460367.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5325866.0,Baldwin Park,200.0,-117.9577,34.0726,8.15,8.15,5.36,11.02,1021.0,85.0,1.21,89.0,1.28,10.0,2.0,2009071.0,US,1670424273.0,1670460151.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5350207.0,Fountain Valley,200.0,-117.9221,33.6956,9.29,9.29,6.13,11.37,1021.0,90.0,0.0,0.0,,75.0,1.0,5876.0,US,1670424208.0,1670460198.0,,,,,,,701,Mist,mist,50d
stations,8047.0,1670426446.0,-28800.0,5345624.0,El Cerrito Corona,200.0,-117.5377,33.8487,7.5,6.75,5.46,10.03,1021.0,93.0,1.54,70.0,,20.0,2.0,2072966.0,US,1670424139.0,1670460083.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5395311.0,Shiloh,200.0,-122.7863,38.5276,3.0,1.61,-0.12,7.49,1022.0,93.0,1.54,310.0,,40.0,1.0,5933.0,US,1670426134.0,1670460608.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5349828.0,Foothill Ranch,200.0,-117.6624,33.6713,7.98,7.98,4.85,9.95,1021.0,89.0,0.89,33.0,1.79,75.0,2.0,2011653.0,US,1670424143.0,1670460139.0,,,,,,,800,Clear,clear sky,01d
stations,402.0,1670426446.0,-28800.0,5324105.0,Antelope,200.0,-121.3286,38.7047,3.09,1.71,0.71,7.3,1021.0,93.0,1.54,130.0,,100.0,1.0,4838.0,US,1670425814.0,1670460228.0,,,,,,,800,Clear,clear sky,01d
stations,8047.0,1670426446.0,-28800.0,5407908.0,West Carson,200.0,-118.2748,33.8066,9.46,9.46,7.1,11.3,1021.0,88.0,0.89,293.0,0.89,0.0,2.0,2041821.0,US,1670424309.0,1670460266.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5323566.0,Alum Rock,200.0,-121.8242,37.3545,4.91,3.2,2.53,8.21,1023.0,93.0,2.06,170.0,,0.0,1.0,5661.0,US,1670425709.0,1670460571.0,,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426446.0,-28800.0,5401469.0,Temple City,200.0,-118.0543,34.0882,8.25,8.25,5.45,10.49,1021.0,86.0,1.31,84.0,1.36,8.0,2.0,2006672.0,US,1670424298.0,1670460172.0,,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426001.0,-28800.0,5364271.0,Laguna,200.0,-121.4024,38.425,1.96,1.96,0.04,5.6,1022.0,96.0,0.0,0.0,,20.0,1.0,5769.0,US,1670425784.0,1670460293.0,,,,,,,802,Clouds,scattered clouds,03d
stations,805.0,1670426446.0,-28800.0,5349705.0,Folsom,200.0,-121.1283,38.6559,3.7,3.7,0.33,7.14,1021.0,87.0,0.0,0.0,,100.0,2.0,2006213.0,US,1670425757.0,1670460188.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5352214.0,Gilroy,200.0,-121.5661,37.0289,4.14,4.14,2.83,8.03,1022.0,90.0,0.0,0.0,,40.0,2.0,2009405.0,US,1670425595.0,1670460561.0,,,,,,,800,Clear,clear sky,01d
stations,402.0,1670426446.0,-28800.0,5367440.0,Livermore,200.0,-121.7705,37.6988,3.75,3.75,1.84,7.74,1022.0,95.0,0.0,0.0,,100.0,1.0,4774.0,US,1670425752.0,1670460502.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5366549.0,Linda Vista (historical),200.0,-117.1215,32.9137,8.57,6.74,5.43,11.02,1020.0,88.0,3.09,80.0,,75.0,2.0,2001629.0,US,1670423903.0,1670460119.0,,,,,,,802,Clouds,scattered clouds,03d
stations,10000.0,1670426001.0,-28800.0,5404119.0,Tustin,200.0,-117.8436,33.7256,9.08,9.08,7.01,11.5,1021.0,85.0,0.0,0.0,,75.0,2.0,2003506.0,US,1670424194.0,1670460175.0,,,,,,,800,Clear,clear sky,01d
stations,10000.0,1670426446.0,-28800.0,5570160.0,Redding,200.0,-122.3518,40.591,-0.96,-0.96,-1.68,-0.26,1012.0,88.0,0.0,0.0,,0.0,2.0,2078986.0,US,1670426388.0,1670460145.0,,,,,,,701,Mist,mist,50d
stations,10000.0,1670426446.0,-28800.0,5387288.0,Rialto,200.0,-117.3998,34.1059,6.93,6.1,4.25,9.19,1021.0,85.0,1.54,100.0,,40.0,2.0,2002705.0,US,1670424143.0,1670460012.0,,,,,,,501,Rain,moderate rain,10d
stations,8047.0,1670426001.0,-28800.0,5397841.0,South Whittier,200.0,-118.048,33.9664,8.49,8.49,5.86,10.76,1021.0,89.0,0.0,0.0,,0.0,2.0,2009710.0,US,1670424279.0,1670460188.0,,,,,,,500,Rain,light rain,10d
stations,4828.0,1670426446.0,-28800.0,5405867.0,Venola,200.0,-119.0903,35.3121,7.23,7.23,7.23,8.89,1022.0,100.0,0.0,0.0,,100.0,1.0,3419.0,US,1670424731.0,1670460236.0,,,,,,,701,Mist,mist,50d
stations,402.0,1670426446.0,-28800.0,5388319.0,Rocklin,200.0,-121.2745,38.7833,3.54,2.23,0.65,7.46,1021.0,87.0,1.54,130.0,,100.0,2.0,2010271.0,US,1670425814.0,1670460202.0,,,,,,,804,Clouds,overcast clouds,04d
stations,10000.0,1670426446.0,-28800.0,5368361.0,Los Angeles,200.0,-118.2252,34.0837,8.26,8.26,5.37,10.72,1019.0,86.0,0.0,0.0,,0.0,2.0,2027281.0,US,1670424338.0,1670460213.0,,,,,,,701,Mist,mist,50d
